학원명,학원주소,설립자-성명,전화번호,교습과정,교습과목(반),정원,교습기간,총교습시간(분),교습비,모의고사비,재료비,급식비,기숙사비,차량비,피복비,기타경비합계,총교습비,강사수
명성영재사관학원,"서울특별시 중랑구 동일로 492 , 2층 3층 (면목동,식당주방)",함경옥,02-493-1605,보습,고1(수학),10,1개월 0일,"2,016","250,000",0,0,0,0,0,0,0,"250,000",6
명성영재사관학원,"서울특별시 중랑구 동일로 492 , 2층 3층 (면목동,식당주방)",함경옥,02-493-1605,보습,"고2,3수학(문과)",10,1개월 0일,"2,016","270,000",0,0,0,0,0,0,0,"270,000",6
명성영재사관학원,"서울특별시 중랑구 동일로 492 , 2층 3층 (면목동,식당주방)",함경옥,02-493-1605,보습,"고2,3수학(이과)",10,1개월 0일,"2,016","290,000",0,0,0,0,0,0,0,"290,000",6
명성영재사관학원,"서울특별시 중랑구 동일로 492 , 2층 3층 (면목동,식당주방)",함경옥,02-493-1605,보습,중등수학특강,10,1개월 0일,630,"50,000",0,0,0,0,0,0,0,"50,000",6
명성민족사관학원,"서울특별시 중랑구 동일로 492 , 6층  (면목동,식당주방)",이권,02-493-1604,보습,중등수학,10,1개월 0일,"1,470","200,000",0,0,0,0,0,0,0,"200,000",4
명성민족사관학원,"서울특별시 중랑구 동일로 492 , 6층  (면목동,식당주방)",이권,02-493-1604,보습,고1(수학),10,1개월 0일,"2,016","250,000",0,0,0,0,0,0,0,"250,000",4
명성민족사관학원,"서울특별시 중랑구 동일로 492 , 6층  (면목동,식당주방)",이권,02-493-1604,보습,"고2,3수학(문과)",10,1개월 0일,"2,016","270,000",0,0,0,0,0,0,0,"270,000",4
명성민족사관학원,"서울특별시 중랑구 동일로 492 , 6층  (면목동,식당주방)",이권,02-493-1604,보습,"고2,3수학(이과)",10,1개월 0일,"2,016","290,000",0,0,0,0,0,0,0,"290,000",4
명성민족사관학원,"서울특별시 중랑구 동일로 492 , 6층  (면목동,식당주방)",이권,02-493-1604,보습,중등수학특강,10,1개월 0일,630,"50,000",0,0,0,0,0,0,0,"50,000",4
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,초등수학단과,15,1개월 0일,"1,701","210,000",0,0,0,0,0,0,0,"210,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,초등수학단과,15,1개월 0일,"1,701","220,000",0,0,0,0,0,0,0,"220,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,초등수학단과,15,1개월 0일,"1,701","240,000",0,0,0,0,0,0,0,"240,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,초등수학단과,15,1개월 0일,"1,984","270,000",0,0,0,0,0,0,0,"270,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,중등수학단과,15,1개월 0일,"3,005","270,000",0,0,0,0,0,0,0,"270,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,중등수학단과,15,1개월 0일,"1,417","210,000",0,0,0,0,0,0,0,"210,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,중등수학단과,15,1개월 0일,"1,417","220,000",0,0,0,0,0,0,0,"220,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,중등수학단과,15,1개월 0일,"1,701","240,000",0,0,0,0,0,0,0,"240,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,고등수학(문과),15,1개월 0일,"1,701","250,000",0,0,0,0,0,0,0,"250,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,고등수학(문과),15,1개월 0일,"1,701","260,000",0,0,0,0,0,0,0,"260,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,고등수학(이과),15,1개월 0일,"2,646","390,000",0,0,0,0,0,0,0,"390,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,고등수학(이과),15,1개월 0일,"2,646","400,000",0,0,0,0,0,0,0,"400,000",12
중랑대성학원,"서울특별시 중랑구 봉화산로 218 , 7층 (신내동)",(주)중랑대성학원,02-493-8899,보습,고등수학(이과),15,1개월 0일,"3,307","510,000",0,0,0,0,0,0,0,"510,000",12
대화단과학원,"서울특별시 동대문구 사가정로 97 , 한성빌딩 2층 (전농동)",최정화,02-2215-9998,보습,중등수학,10,1개월 0일,"1,512","150,000",0,0,0,0,0,0,0,"150,000",1
대화단과학원,"서울특별시 동대문구 사가정로 97 , 한성빌딩 2층 (전농동)",최정화,02-2215-9998,보습,고등수학,10,1개월 0일,"1,134","150,000",0,0,0,0,0,0,0,"150,000",1
퍼스트학원,"서울특별시 중랑구 봉화산로56길 153  대명프라자402호,403호 (신내동)",임성규,02-434-9194,보습,초등수학,10,1개월 0일,"1,470","150,000",0,0,0,0,0,0,0,"150,000",4
퍼스트학원,"서울특별시 중랑구 봉화산로56길 153  대명프라자402호,403호 (신내동)",임성규,02-434-9194,보습,중등수학,10,1개월 0일,"1,470","170,000",0,0,0,0,0,0,0,"170,000",4
퍼스트학원,"서울특별시 중랑구 봉화산로56길 153  대명프라자402호,403호 (신내동)",임성규,02-434-9194,보습,고등수학,10,1개월 0일,"1,134","210,000",0,0,0,0,0,0,0,"210,000",4
종로학원하늘교육장안학원,서울특별시 동대문구 장한로28길 50  2층(일부).3층(일부) (장안동),최영이,02-2245-0780,보습,초등수학,8,1개월 0일,"1,512","220,000",0,0,0,0,0,0,0,"220,000",8
종로학원하늘교육장안학원,서울특별시 동대문구 장한로28길 50  2층(일부).3층(일부) (장안동),최영이,02-2245-0780,보습,중등수학(1학년),8,1개월 0일,"1,890","260,000",0,0,0,0,0,0,0,"260,000",8
종로학원하늘교육장안학원,서울특별시 동대문구 장한로28길 50  2층(일부).3층(일부) (장안동),최영이,02-2245-0780,보습,중등수학(2학년),8,1개월 0일,"1,890","270,000",0,0,0,0,0,0,0,"270,000",8
종로학원하늘교육장안학원,서울특별시 동대문구 장한로28길 50  2층(일부).3층(일부) (장안동),최영이,02-2245-0780,보습,중등수학(3학년),8,1개월 0일,"1,890","280,000",0,0,0,0,0,0,0,"280,000",8
종로학원하늘교육장안학원,서울특별시 동대문구 장한로28길 50  2층(일부).3층(일부) (장안동),최영이,02-2245-0780,보습,고등수학(1학년),8,1개월 0일,"1,764","320,000",0,0,0,0,0,0,0,"320,000",8
종로학원하늘교육장안학원,서울특별시 동대문구 장한로28길 50  2층(일부).3층(일부) (장안동),최영이,02-2245-0780,보습,고등수학(2학년),8,1개월 0일,"1,764","340,000",0,0,0,0,0,0,0,"340,000",8
종로학원하늘교육장안학원,서울특별시 동대문구 장한로28길 50  2층(일부).3층(일부) (장안동),최영이,02-2245-0780,보습,고등수학(3학년),8,1개월 0일,"1,764","340,000",0,0,0,0,0,0,0,"340,000",8
제넥스학원,서울특별시 동대문구 사가정로 206  3층 (장안동),남정문,02-2247-9638,보습,초등단과(수학),10,1개월 0일,"1,008","130,000",0,0,0,0,0,0,0,"130,000",4
와이즈만영재학원,"서울특별시 동대문구 한천로 205 , 3층  (장안동)",손현호,02-2247-5959,보습,고등수학,8,1개월 0일,"1,512","95,000",0,0,0,0,0,0,0,"95,000",6
와이즈만영재학원,"서울특별시 동대문구 한천로 205 , 3층  (장안동)",손현호,02-2247-5959,보습,중등수학,10,1개월 0일,"2,016","145,000",0,0,0,0,0,0,0,"145,000",6
와이즈만영재학원,"서울특별시 동대문구 한천로 205 , 3층  (장안동)",손현호,02-2247-5959,보습,초등(교과수학),10,1개월 0일,"1,008","70,000",0,0,0,0,0,0,0,"70,000",6
와이즈만영재학원,"서울특별시 동대문구 한천로 205 , 3층  (장안동)",손현호,02-2247-5959,보습,초등(사고력수학),8,1개월 0일,"1,008","150,000",0,0,0,0,0,0,0,"150,000",6
와이즈만영재학원,"서울특별시 동대문구 한천로 205 , 3층  (장안동)",손현호,02-2247-5959,보습,초등(교과수학),8,1개월 0일,630,"100,000",0,0,0,0,0,0,0,"100,000",6
와이즈만영재학원,"서울특별시 동대문구 한천로 205 , 3층  (장안동)",손현호,02-2247-5959,보습,중둥(CNI수학),12,1개월 0일,"1,764","280,000",0,0,0,0,0,0,0,"280,000",6
바른셈학원,서울특별시 중랑구 봉우재로6길 23  2층 (면목동),심현화,02-492-2300,보습,초등단과(수학),12,1개월 0일,"1,260","140,000",0,0,0,0,0,0,0,"140,000",5
바른셈학원,서울특별시 중랑구 봉우재로6길 23  2층 (면목동),심현화,02-492-2300,보습,중등단과(수학),12,1개월 0일,"1,134","160,000",0,0,0,0,0,0,0,"160,000",5
바른셈학원,서울특별시 중랑구 봉우재로6길 23  2층 (면목동),심현화,02-492-2300,보습,고등단과 수학,12,1개월 0일,"1,008","200,000",0,0,0,0,0,0,0,"200,000",5
태산학원,서울특별시 중랑구 봉화산로 217  6층(일부) (신내동),이은숙,02-3422-5400,보습,초등수학,8,1개월 0일,"1,155","140,000",0,0,0,0,0,0,0,"140,000",4
태산학원,서울특별시 중랑구 봉화산로 217  6층(일부) (신내동),이은숙,02-3422-5400,보습,"초등수학,영어",8,1개월 0일,"2,310","260,000",0,0,0,0,0,0,0,"260,000",4
태산학원,서울특별시 중랑구 봉화산로 217  6층(일부) (신내동),이은숙,02-3422-5400,보습,중등수학,8,1개월 0일,"1,155","160,000",0,0,0,0,0,0,0,"160,000",4
태산학원,서울특별시 중랑구 봉화산로 217  6층(일부) (신내동),이은숙,02-3422-5400,보습,"중등수학,영어",8,1개월 0일,"2,310","300,000",0,0,0,0,0,0,0,"300,000",4
태산학원,서울특별시 중랑구 봉화산로 217  6층(일부) (신내동),이은숙,02-3422-5400,보습,"초등수학,영어",8,1개월 0일,"2,310","240,000",0,0,0,0,0,0,0,"240,000",4
태산학원,서울특별시 중랑구 봉화산로 217  6층(일부) (신내동),이은숙,02-3422-5400,보습,중등수학,8,1개월 0일,"1,155","150,000",0,0,0,0,0,0,0,"150,000",4
태산학원,서울특별시 중랑구 봉화산로 217  6층(일부) (신내동),이은숙,02-3422-5400,보습,중등수학영어,8,1개월 0일,"2,310","260,000",0,0,0,0,0,0,0,"260,000",4
하이원수학학원,"서울특별시 동대문구 답십리로 289 , 4층일부 (장안동,유진빌딩)",김석정,02-2217-7374,보습,중등수학,8,1개월 0일,"1,512","250,000",0,0,0,0,0,0,0,"250,000",2
하이원수학학원,"서울특별시 동대문구 답십리로 289 , 4층일부 (장안동,유진빌딩)",김석정,02-2217-7374,보습,고등수학,8,1개월 0일,"1,512","300,000",0,0,0,0,0,0,0,"300,000",2
하이원수학학원,"서울특별시 동대문구 답십리로 289 , 4층일부 (장안동,유진빌딩)",김석정,02-2217-7374,보습,초등수학,8,1개월 0일,"1,512","200,000",0,0,0,0,0,0,0,"200,000",2
강한수학학원,"서울특별시 동대문구 전농로 47 , 3층 (답십리동)",허완행,02-2213-5113,보습,초등수학A,5,1개월 0일,945,"140,000",0,0,0,0,0,0,0,"140,000",3
강한수학학원,"서울특별시 동대문구 전농로 47 , 3층 (답십리동)",허완행,02-2213-5113,보습,초등수학B,5,1개월 0일,"1,134","180,000",0,0,0,0,0,0,0,"180,000",3
강한수학학원,"서울특별시 동대문구 전농로 47 , 3층 (답십리동)",허완행,02-2213-5113,보습,중등수학A,5,1개월 0일,"1,134","200,000",0,0,0,0,0,0,0,"200,000",3
강한수학학원,"서울특별시 동대문구 전농로 47 , 3층 (답십리동)",허완행,02-2213-5113,보습,중등수학B,5,1개월 0일,"1,008","185,000",0,0,0,0,0,0,0,"185,000",3
강한수학학원,"서울특별시 동대문구 전농로 47 , 3층 (답십리동)",허완행,02-2213-5113,보습,고등수학A,5,1개월 0일,"1,890","300,000",0,0,0,0,0,0,0,"300,000",3
강한수학학원,"서울특별시 동대문구 전농로 47 , 3층 (답십리동)",허완행,02-2213-5113,보습,고등수학B,5,1개월 0일,"1,260","250,000",0,0,0,0,0,0,0,"250,000",3
강한수학학원,"서울특별시 동대문구 전농로 47 , 3층 (답십리동)",허완행,02-2213-5113,보습,고등수학C,5,1개월 0일,"2,520","400,000",0,0,0,0,0,0,0,"400,000",3
강한수학학원,"서울특별시 동대문구 전농로 47 , 3층 (답십리동)",허완행,02-2213-5113,보습,고등수학D,5,1개월 0일,"1,512","300,000",0,0,0,0,0,0,0,"300,000",3
YnK수학학원,"서울특별시 중랑구 겸재로 211-1 , 2층 (면목동, 기아자동차)",김성민,02-434-2605,보습,중등수학,20,1개월 0일,"1,260","230,000",0,0,0,0,0,0,0,"230,000",2
YnK수학학원,"서울특별시 중랑구 겸재로 211-1 , 2층 (면목동, 기아자동차)",김성민,02-434-2605,보습,고등수학,15,1개월 0일,"1,512","300,000",0,0,0,0,0,0,0,"300,000",2
탑아카데미학습코칭전문학원,"서울특별시 중랑구 면목로33길 33 , 3층 (면목동,오거리약국)",김명숙,02-439-7766,보습,수학(초),28,1개월 0일,"1,470","130,000",0,0,0,0,0,0,0,"130,000",2
탑아카데미학습코칭전문학원,"서울특별시 중랑구 면목로33길 33 , 3층 (면목동,오거리약국)",김명숙,02-439-7766,보습,수학(중),28,1개월 0일,"1,512","150,000",0,0,0,0,0,0,0,"150,000",2
명성보습학원,"서울특별시 동대문구 한천로 264 , 주공프라자 401호 402호 (휘경동)",서원상,02-2242-2325,보습,초등수학,10,1개월 0일,"1,260","165,000",0,0,0,0,0,0,0,"165,000",5
명성보습학원,"서울특별시 동대문구 한천로 264 , 주공프라자 401호 402호 (휘경동)",서원상,02-2242-2325,보습,"초등(영어,수학)",10,1개월 0일,"2,520","320,000",0,0,0,0,0,0,0,"320,000",5
명성보습학원,"서울특별시 동대문구 한천로 264 , 주공프라자 401호 402호 (휘경동)",서원상,02-2242-2325,보습,중등수학,10,1개월 0일,"1,260","170,000",0,0,0,0,0,0,0,"170,000",5
명성보습학원,"서울특별시 동대문구 한천로 264 , 주공프라자 401호 402호 (휘경동)",서원상,02-2242-2325,보습,"중등(영어,수학)",10,1개월 0일,"2,520","330,000",0,0,0,0,0,0,0,"330,000",5
명성보습학원,"서울특별시 동대문구 한천로 264 , 주공프라자 401호 402호 (휘경동)",서원상,02-2242-2325,보습,고등수학,10,1개월 0일,"1,260","200,000",0,0,0,0,0,0,0,"200,000",5
명성보습학원,"서울특별시 동대문구 한천로 264 , 주공프라자 401호 402호 (휘경동)",서원상,02-2242-2325,보습,고등수학,10,1개월 0일,"1,512","250,000",0,0,0,0,0,0,0,"250,000",5
김상하학원,서울특별시 중랑구 망우로 410  삼부프라자7층 (망우동),(주)김상하수학,02-495-6555,보습,초등수학,10,1개월 0일,"1,134","180,000",0,0,0,0,0,0,0,"180,000",14
김상하학원,서울특별시 중랑구 망우로 410  삼부프라자7층 (망우동),(주)김상하수학,02-495-6555,보습,중등수학,12,1개월 0일,"1,146","210,000",0,0,0,0,0,0,0,"210,000",14
김상하학원,서울특별시 중랑구 망우로 410  삼부프라자7층 (망우동),(주)김상하수학,02-495-6555,보습,중등수학(특강),12,1개월 0일,"1,701","260,000",0,0,0,0,0,0,0,"260,000",14
김상하학원,서울특별시 중랑구 망우로 410  삼부프라자7층 (망우동),(주)김상하수학,02-495-6555,보습,고등수학,15,1개월 0일,"1,310","260,000",0,0,0,0,0,0,0,"260,000",14
김상하학원,서울특별시 중랑구 망우로 410  삼부프라자7층 (망우동),(주)김상하수학,02-495-6555,보습,고등수학(이과),15,1개월 0일,"1,827","360,000",0,0,0,0,0,0,0,"360,000",14
김상하학원,서울특별시 중랑구 망우로 410  삼부프라자7층 (망우동),(주)김상하수학,02-495-6555,보습,고등수학(특강),15,1개월 0일,"2,268","420,000",0,0,0,0,0,0,0,"420,000",14
브레인셈신내학원,"서울특별시 중랑구 봉화산로56길 106 , 3층 (신내동)",김유정,02-3423-2118,보습,초등수학1,50,1개월 0일,756,"100,000",0,0,0,0,0,0,0,"100,000",3
브레인셈신내학원,"서울특별시 중랑구 봉화산로56길 106 , 3층 (신내동)",김유정,02-3423-2118,보습,초등수학2,50,1개월 0일,"1,260","140,000",0,0,0,0,0,0,0,"140,000",3
브레인셈신내학원,"서울특별시 중랑구 봉화산로56길 106 , 3층 (신내동)",김유정,02-3423-2118,보습,초등수학3,50,1개월 0일,"1,134","160,000",0,0,0,0,0,0,0,"160,000",3
브레인셈신내학원,"서울특별시 중랑구 봉화산로56길 106 , 3층 (신내동)",김유정,02-3423-2118,보습,창의수학,50,1개월 0일,252,"30,000",0,0,0,0,0,0,0,"30,000",3
E&M학원,"서울특별시 중랑구 면목로57길 33  1층(일부),2층 (면목동)",김형석,02-439-1236,보습,초등수학,10,1개월 0일,"1,260","150,000",0,0,0,0,0,0,0,"150,000",4
E&M학원,"서울특별시 중랑구 면목로57길 33  1층(일부),2층 (면목동)",김형석,02-439-1236,보습,중등수학,10,1개월 0일,"1,260","170,000",0,0,0,0,0,0,0,"170,000",4
E&M학원,"서울특별시 중랑구 면목로57길 33  1층(일부),2층 (면목동)",김형석,02-439-1236,보습,고등수학,10,1개월 0일,"2,520","200,000",0,0,0,0,0,0,0,"200,000",4
미래탐구(신내직영관)학원,서울특별시 중랑구 봉화산로 211  5층 (신내동),(주)신내뉴스터디,02-3421-0036,보습,초등수학1,8,1개월 0일,"1,512","230,000",0,0,0,0,0,0,0,"230,000",5
미래탐구(신내직영관)학원,서울특별시 중랑구 봉화산로 211  5층 (신내동),(주)신내뉴스터디,02-3421-0036,보습,초등수학2,8,1개월 0일,"2,268","320,000",0,0,0,0,0,0,0,"320,000",5
미래탐구(신내직영관)학원,서울특별시 중랑구 봉화산로 211  5층 (신내동),(주)신내뉴스터디,02-3421-0036,보습,중등수학1,8,1개월 0일,"1,512","250,000",0,0,0,0,0,0,0,"250,000",5
미래탐구(신내직영관)학원,서울특별시 중랑구 봉화산로 211  5층 (신내동),(주)신내뉴스터디,02-3421-0036,보습,중등수학2,8,1개월 0일,"2,268","340,000",0,0,0,0,0,0,0,"340,000",5
미래탐구(신내직영관)학원,서울특별시 중랑구 봉화산로 211  5층 (신내동),(주)신내뉴스터디,02-3421-0036,보습,고등수학1,8,1개월 0일,"1,680","320,000",0,0,0,0,0,0,0,"320,000",5
미래탐구(신내직영관)학원,서울특별시 중랑구 봉화산로 211  5층 (신내동),(주)신내뉴스터디,02-3421-0036,보습,고등수학2,8,1개월 0일,"2,520","480,000",0,0,0,0,0,0,0,"480,000",5
EWI(이더블유아이)보습학원,서울특별시 중랑구 겸재로29길 32  2층 (면목동),김명준,02-491-1605,보습,초등수학/전과목,27,1개월 0일,"1,617","170,000",0,0,0,0,0,0,0,"170,000",5
EWI(이더블유아이)보습학원,서울특별시 중랑구 겸재로29길 32  2층 (면목동),김명준,02-491-1605,보습,중등수학,27,1개월 0일,924,"170,000",0,0,0,0,0,0,0,"170,000",5
조양학원,"서울특별시 중랑구 봉화산로 209 , 3층 (신내동)",조중숙,02-3421-1214,보습,고등수학(문과),20,1개월 0일,"1,008","200,000",0,0,0,0,0,0,0,"200,000",6
조양학원,"서울특별시 중랑구 봉화산로 209 , 3층 (신내동)",조중숙,02-3421-1214,보습,고등수학(이과),20,1개월 0일,"2,016","350,000",0,0,0,0,0,0,0,"350,000",6
조양학원,"서울특별시 중랑구 봉화산로 209 , 3층 (신내동)",조중숙,02-3421-1214,보습,고등수학(문과),20,1개월 0일,"1,512","250,000",0,0,0,0,0,0,0,"250,000",6
기정학원,"서울특별시 중랑구 신내로 62 , 502호ㆍ602호ㆍ603호 (신내동)",송정근,02-493-0579,보습,중등수학정규,15,1개월 0일,"2,016","250,000",0,0,0,0,0,0,0,"250,000",6
기정학원,"서울특별시 중랑구 신내로 62 , 502호ㆍ602호ㆍ603호 (신내동)",송정근,02-493-0579,보습,고등정규수학,15,1개월 0일,"2,016","300,000",0,0,0,0,0,0,0,"300,000",6
기정학원,"서울특별시 중랑구 신내로 62 , 502호ㆍ602호ㆍ603호 (신내동)",송정근,02-493-0579,보습,고등특강수학,15,1개월 0일,378,"40,000",0,0,0,0,0,0,0,"40,000",6
기정학원,"서울특별시 중랑구 신내로 62 , 502호ㆍ602호ㆍ603호 (신내동)",송정근,02-493-0579,보습,중등특강수학,15,1개월 0일,378,"30,000",0,0,0,0,0,0,0,"30,000",6
이바인2관학원,"서울특별시 중랑구 신내로 71 , 2층  (신내동)",(주)이바인교육,02-3423-0579,종합(대),초등수학,12,1개월 0일,945,"140,000",0,0,0,0,0,0,0,"140,000",8
이바인2관학원,"서울특별시 중랑구 신내로 71 , 2층  (신내동)",(주)이바인교육,02-3423-0579,종합(대),초등수학,12,1개월 0일,"1,323","180,000",0,0,0,0,0,0,0,"180,000",8
황선생영수학원,서울특별시 동대문구 천호대로 155  3층 (용두동),김대주,02-967-6879,보습,초등수학,13,1개월 0일,"1,302","140,000",0,0,0,0,0,0,0,"140,000",5
황선생영수학원,서울특별시 동대문구 천호대로 155  3층 (용두동),김대주,02-967-6879,보습,중등수학,13,1개월 0일,"1,344","160,000",0,0,0,0,0,0,0,"160,000",5
황선생영수학원,서울특별시 동대문구 천호대로 155  3층 (용두동),김대주,02-967-6879,보습,고등수학,13,1개월 0일,"1,512","250,000",0,0,0,0,0,0,0,"250,000",5
황선생영수학원,서울특별시 동대문구 천호대로 155  3층 (용두동),김대주,02-967-6879,보습,고등이과수학,13,1개월 0일,"2,016","330,000",0,0,0,0,0,0,0,"330,000",5
한스에듀센타학원,"서울특별시 중랑구 봉화산로 90 , 3층일부ㆍ4층 (중화동)",한정운,02-438-9094,종합(대),"초등 영어,수학,국어(1-2학년)",12,1개월 0일,"2,835","270,000",0,0,0,0,0,0,0,"270,000",8
한스에듀센타학원,"서울특별시 중랑구 봉화산로 90 , 3층일부ㆍ4층 (중화동)",한정운,02-438-9094,종합(대),"초등영어,수학,국어,사회, 과학(3-6학년)",12,1개월 0일,"4,725","290,000",0,0,0,0,0,0,0,"290,000",8
한스에듀센타학원,"서울특별시 중랑구 봉화산로 90 , 3층일부ㆍ4층 (중화동)",한정운,02-438-9094,종합(대),"초등(수학,국어)",12,1개월 0일,"1,890","170,000",0,0,0,0,0,0,0,"170,000",8
한스에듀센타학원,"서울특별시 중랑구 봉화산로 90 , 3층일부ㆍ4층 (중화동)",한정운,02-438-9094,종합(대),"초등(수학,국어,사회,과학)",12,1개월 0일,"3,780","190,000",0,0,0,0,0,0,0,"190,000",8
한스에듀센타학원,"서울특별시 중랑구 봉화산로 90 , 3층일부ㆍ4층 (중화동)",한정운,02-438-9094,종합(대),초등수학(1-2학년),12,1개월 0일,945,"90,000",0,0,0,0,0,0,0,"90,000",8
한스에듀센타학원,"서울특별시 중랑구 봉화산로 90 , 3층일부ㆍ4층 (중화동)",한정운,02-438-9094,종합(대),초등수학(3-6학년),12,1개월 0일,945,"100,000",0,0,0,0,0,0,0,"100,000",8
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),중등(수학),15,1개월 0일,"1,512","250,000",0,0,0,0,0,0,0,"250,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),중등(영어or수학)+국어,15,1개월 0일,"2,016","330,000",0,0,0,0,0,0,0,"330,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),중등(영어+수학),15,1개월 0일,"2,688","425,000",0,0,0,0,0,0,0,"425,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),중등(영어+수학+국어),15,1개월 0일,"3,360","464,000",0,0,0,0,0,0,0,"464,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),중등(영어+수학),15,1개월 0일,"3,360","467,000",0,0,0,0,0,0,0,"467,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),중등(국어+영어+수학),15,1개월 0일,"4,032","504,000",0,0,0,0,0,0,0,"504,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),중등(영어or수학),15,1개월 0일,"2,016","300,000",0,0,0,0,0,0,0,"300,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),중등(영어or수학)+국어,15,1개월 0일,"2,688","380,000",0,0,0,0,0,0,0,"380,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),중등(영어+수학),15,1개월 0일,"4,032","480,000",0,0,0,0,0,0,0,"480,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),중등(국어+영어+수학),15,1개월 0일,"4,536","510,000",0,0,0,0,0,0,0,"510,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),고1(영어or수학),15,1개월 0일,"1,575","270,000",0,0,0,0,0,0,0,"270,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),고1(영어or수학),15,1개월 0일,"1,260","250,000",0,0,0,0,0,0,0,"250,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),고1(국어+한국사+영어or수학),15,1개월 0일,"2,520","420,000",0,0,0,0,0,0,0,"420,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),고1(국어+한국사+영어or수학),15,1개월 0일,"2,250","400,000",0,0,0,0,0,0,0,"400,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),고1(국어+한국사+영어+수학),15,1개월 0일,"3,150","480,000",0,0,0,0,0,0,0,"480,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),고1(국어+한국사+영어+수학),15,1개월 0일,"3,150","500,000",0,0,0,0,0,0,0,"500,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),고2(국어or영어or수학),15,1개월 0일,"1,890","260,000",0,0,0,0,0,0,0,"260,000",19
이바인1관학원,"서울특별시 중랑구 신내로 82 , 601호,701호 (신내동, 신내14차금강프라자)",(주)이바인교육,02-3421-8700,종합(대),고2(국어or영어or수학),15,1개월 0일,"2,520","420,000",0,0,0,0,0,0,0,"420,000",19
